id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,phone,website_url,longitude,latitude
3b836ff9-8088-4df0-b2f1-8287f2a35b81,33 Acres Brewing Company,brewpub,15 West 8th Avenue,,,Vancouver,British Columbia,V5Y 1M8,Canada,,http://www.33acresbrewing.com,-123.1053533,49.2637804
70749225-122e-4824-852b-29680e90c8ec,33 Brewing Experiment,brewpub,25 West 8th Avenue,,,Vancouver,British Columbia,V5Y 1M8,Canada,,http://www.33acresbrewing.com,-123.1053533,49.2637804
6fad664c-ba6d-4ac1-be03-408cc65ab70a,Andina Brewing Company,closed,1507 Powell Street,,,Vancouver,British Columbia,V5L 1S3,Canada,,,-123.0737942,49.2833907
748e6d2f-e6b9-4115-ae86-4828ed2f9c47,Bad Tattoo Brewing Company,micro,169 Estabrook Ave,,,Penticton,British Columbia,V2A 1A5,Canada,12504938686,,-119.5937077,49.4991381
91d2e9ea-dfdc-4469-89ea-1c7adcc2d19e,Balderdash Brewing Co.,micro,688 Abbott St,,,Vancouver,British Columbia,V6B 1H7,Canada,,https://www.balderdashbeer.com,-123.1207375,49.2827291
9056e8df-fe8c-4560-b669-fd31e9074c7c,Barkerville Brewing,micro,185 Davie Street,,,Quesnel,British Columbia,V2J 2S8,Canada,17784142739,http://barkervillebeer.com/,-122.4933399,52.9757055
ae4bf94d-1f03-4f12-a5c1-904c987f3987,Barley Station Brewpub,brewpub,20 Shuswap Street SE,,,Salmon Arm,British Columbia,V1E 4H7,Canada,12508320999,http://www.barleystation.com/,-119.2847443,50.6996989
7dfe1cd0-401a-46f2-a01f-3c74b0741eeb,BC Tree Fruits Cider Co. Brewery,cidery,880 Vaughan Ave,,,Kelowna,British Columbia,V1Y 7E4,Canada,,,-119.484,49.8942
955a2a30-363a-427e-ae1e-905be4de0829,Beard's Brewing Co.,micro,10408 Alaska Rd,,,Fort St. John,British Columbia,V1J 3X2,Canada,12502624104,https://www.beardsbrewing.ca,-120.8531309,56.2396479
8c9f84a1-485e-4ccc-92c1-e8bd54b2e246,Big Ridge Brewing Company,closed,5580 152nd St,,,Surrey,British Columbia,V3S 5J9,Canada,,,-122.8008912,49.1041652
63356683-db1c-4f75-9bb5-98a0d4adf722,Big Rock Urban Brewery - British Columbia Brewery,closed,310 W 4th Ave,,,Vancouver,British Columbia,V5Y 1H3,Canada,,https://bigrockurban.com,-123.110776,49.2674915
b1b07f1f-e574-401e-845b-73dfda5222e6,Bomber Brewing,micro,1488 Adanac Street,,,Vancouver,British Columbia,V5L 3J7,Canada,16044287457,http://www.bomberbrewing.com,-123.074588,49.2774031
ce244228-d25b-4e95-8f2b-91340add0fe0,Boundary Brewing Co.,micro,2 - 455 Neave Ct.,,,Kelowna,British Columbia,V1V2M2,Canada,,,-119.391574,49.9251366
44bb4f9a-eecc-405e-8703-47d26f11d30e,Bowen Island Brewing,micro,275-295 Terminal Avenue,,,Vancouver,British Columbia,V6B 1G1,Canada,,https://www.bowenislandbeer.ca/home,-123.1207375,49.2827291
ee5bc973-fb5d-4874-a775-8e9006d63951,Brassneck Brewery,micro,2148 Main St,,,Vancouver,British Columbia,V5T 3C5,Canada,12364851398,http://brassneck.ca,-123.100784,49.2656785
ae22ea76-dd4d-48d1-ae0c-61042ef9b642,Bridge Brewing Company - Charlotte,micro,1448 Charlotte Road,,,North Vancouver,British Columbia,V7J 1H2,Canada,16047702739,http://bridgebrewing.com/,-123.1107589,49.3191383
c48a9522-9d3c-406d-8144-ff8a3b7c2078,Bridge Brewing Company - Lonsdale,brewpub,1211 Lonsdale Ave,,,North Vancouver,British Columbia,V7J 1H2,Canada,16049901218,http://bridgebrewing.com/,-123.0339211,49.3097411
e87a6521-a7ae-4c97-8971-bce66c2465a2,Bridge Brewing Company - Pemberton,brewpub,1123 West 15th Street,,,North Vancouver,British Columbia,V7P 1M7,Canada,16049730606,http://bridgebrewing.com/,-123.1314885,49.319213
ef36c636-3602-4b9f-a1ef-a3552582c2fd,Britannia Brewing Company - Ladner Village,brewpub,4821 Delta St,,,Delta,British Columbia,V4K 2T7,Canada,16049401900,http://www.britanniasteveston.ca/,-123.0881992,49.0905781
f294a53e-8811-4cd0-bff3-ccd1f6549c4a,Britannia Brewing Company - Lake Country,micro,8999 Jim Bailey Rd,,,Kelowna,British Columbia,V4V 1S4,Canada,16042739379,http://www.britanniasteveston.ca/,-119.3937816,50.0112552
e2aeb2b2-4225-4114-884d-a24b17e8a387,Britannia Brewing Company - Steveston Vollage,brewpub,Unit 250 - 12240 2nd Avenue,,,Richmond,British Columbia,V7E 3L8,Canada,16042709252,http://www.britanniasteveston.ca/,-125.6229041,49.1242403
c369abf6-433f-4a1f-a438-d63c261742b6,Cannery Brewing,brewpub,198 Ellis Street,,,Penticton,British Columbia,V2A 4L5,Canada,12504932723,http://www.cannerybrewing.com,-119.5943952,49.4828832
9f21869e-ccee-4184-948d-0f1c3703fbc8,Category 12 Brewery,brewpub,2200 Keating Cross Road,,,Victoria,British Columbia,V8M 2A6,Canada,12506529668,http://category12beer.com/,-123.4006865,48.5652029
1a4fd3f4-baa9-446c-a565-1f3c460d8c56,Central City Brewing Company - Main Brewery,micro,13450 - 102 Avenue,,,Surrey,British Columbia,V3T 5X3,Canada,16045882337,http://www.centralcitybrewing.com/,-122.84959,49.1883635
e491569f-4349-4ccf-8767-e59d8c353fb3,Central City Brewing Company - Surrey,closed,11411 Bridgeview Dr.,,,Surrey,British Columbia,V3R 2N1,Canada,16045882337,http://www.centralcitybrewing.com/,-122.845,49.1991
8c00d1b5-ab30-4eae-9ffc-4592053ccce0,Craig Street Brewing Co.,brewpub,25 Craig Street,,,Duncan,British Columbia,V9L 1V7,Canada,12507372337,https://csbrewery.ca/craig-street-brewpub/,-123.708545,48.77724
7a17204d-d03f-4c2d-b8df-afca89547222,Crannóg Ales Brewery,micro,"706 Elson Road,",,,Sorrento,British Columbia,V0E 2W1,Canada,12508634262,http://www.crannogales.com,-119.5067239,50.8810382
59fd2711-b140-44e2-accd-3d8459c40d36,Cumberland Brewing Company,brewpub,2732 Dunsmuir Ave.,,,Cumberland,British Columbia,V0R 1S0,Canada,12504002739,http://cumberlandbrewing.com/,-125.0280196,49.619196
971e6e3f-c83f-4c82-996e-df41102f76ce,Dageraad Brewing,micro,"#114, 3191 Thunderbird Crescent",,,Burnaby,British Columbia,V5A 3G1,Canada,16044202050,http://dageraadbrewing.com/,-122.9217409,49.2560299
b0bf7215-4434-4f38-86e3-76d6d257eb68,Dead Frog Brewery,micro,27272 Gloucester Way,,,Aldergrove,British Columbia,V4W 4A1,Canada,16048561055,http://www.deadfrogbrewery.com/,-122.469246,49.098017
26109987-2825-47eb-b3d6-2fe5c7d2b57d,Detonate Brewing,brewpub,#103 9503 Cedar Ave.,,,Summerland,British Columbia,V0H 1Z3,Canada,17785161119,https://www.detonatebrew.com/,-119.6779042,49.5872533
fbcea47b-76f9-41eb-9014-2a3f30e4947a,Doan's Craft Brewing Company,closed,1830 Powell St,,,Vancouver,British Columbia,V5L 1H9,Canada,,,-123.0672742,49.2841859
e378bee7-0f89-4de4-97f3-abfa0e5a4752,Dominion Cider Co. Brewery,cidery,10216 Gould Avenue,,,Summerland,British Columbia,V0H1Z8,Canada,17785168006,http://dominioncider.com/,-119.6925893,49.5898294
c11e3c58-b0d8-4f57-a7ff-44fbf055b78b,Driftwood Brewery,micro,450 Hillside Avenue,,,Victoria,British Columbia,V8T 1Y7,Canada,12503812739,http://www.driftwoodbeer.com/,-123.3738423,48.4370058
7d6f73ca-3c4b-4eb2-9dcd-d83908d250fa,Faculty Brewing Co,micro,1830 Ontario Street,,,Vancouver,British Columbia,V5T 2W6,Canada,17787166794,https://www.facultybrewing.com/,-123.1045352,49.2686702
0cee2792-d588-482b-b64c-6ed3603cd21d,Fernie Brewing Co,micro,26 Manitou Rd.,,,Fernie,British Columbia,V0B 1M5,Canada,12504237797,http://www.ferniebrewing.com/,-115.047455,49.526552
257e02e1-d0c2-4167-ba6c-cfaa7fab4fe0,Fisher Peak Brewing Company,brewpub,821 Baker St,,,Cranbrook,British Columbia,V1C 1A2,Canada,12504267922,https://www.theheidout.ca/beer,-115.7691146,49.5118642
9af83555-eeaf-4263-8c98-ae8d7cffc75a,Foamers' Folly Brewing Co.,micro,19221 122a Ave,,,Pitt Meadows,British Columbia,V3Y 2E9,Canada,16044597837,http://www.foamersfolly.ca,-122.6890521,49.2248538
bbcbbe7a-488b-465d-9e06-6603c6c042b5,Four Winds Brewing - Beach House,brewpub,6350 Market Avenue,,,Delta,British Columbia,V4L 0B1,Canada,16049402985,http://www.fourwindsbrewing.ca/,-123.0500361,49.007116
8ca77a8b-888d-4d23-a336-dbf80d990529,Four Winds Brewing - Taproom,brewpub,4-7355 72nd Street,,,Delta,British Columbia,V4G 1L5,Canada,16049409949,http://www.fourwindsbrewing.ca/,-123.0295949,49.1362356
93f080ec-8046-4cb2-b3cc-d5b0fb57268a,Freddy's Brewpub,brewpub,124-948 McCurdy Rd,,,Kelowna,British Columbia,V1X2P7,Canada,12507658956,https://www.mccurdybowl.com/,-119.4054164,49.9029574
ed1a10cd-0170-48d1-ae91-8c54e37e98b5,Gladstone Brewing Company,micro,244 4th Street,,,Courtenay,British Columbia,V9N 1G6,Canada,12508711111,http://www.gladstonebrewing.ca/,-124.998183,49.691771
04bfc73f-b592-472a-ac7e-773a14709da3,Granville Island Brewing,brewpub,1125 Richter Street,,,Kelowna,British Columbia,V1Y 2K6,Canada,16046872739,http://gib.ca/,-119.4883551,49.8948111
b5949a88-5bd8-47dd-9fe1-13ec53735ec2,Granville Island Brewing Company,micro,1441 Cartwright Street,,,Vancouver,British Columbia,V6H 3R7,Canada,16046872739,https://www.granvilleislandbrewing.ca/en-CA,-123.1359011,49.2707033
b30ceb44-ad34-4102-a1a4-0e3f888ac787,Green Leaf Brewing Co.,closed,123 Carrie Cates Ct,,,North Vancouver,British Columbia,V7M 2E4,Canada,,,-123.0815601,49.310644
9dd3d241-5e96-44ca-bc63-11c1765b9784,Hearthstone Brewery,micro,1015 Marine Dr,,,North Vancouver,British Columbia,V7P 1S6,Canada,16049841842,http://www.hearthstonebrewery.ca/,-123.1021631,49.3237449
51e5084a-a467-4255-96fd-c4494cb004da,Howe Sound Brewing Company - East Van,brewpub,1489 E Hastings St,,,Vancouver,British Columbia,V5L 1S4,Canada,16048750544,http://www.howesound.com/,-123.4457643,49.4884931
9c96613b-6db1-41a6-9a7d-6ac7b96c09a6,Howe Sound Brewing Company - New West,brewpub,411 Columbia St,,,New Westminster,British Columbia,V3L 1A9,Canada,16045201967,http://www.howesound.com/,-122.9085522,49.204436
c4bf174b-2d86-4c7f-af24-c32ee3abfc4d,Howe Sound Brewing Company - Squamish,brewpub,37801 Cleveland Ave.,,,Squamish,British Columbia,V8B 0A7,Canada,16048922603,http://www.howesound.com/,-123.1589563,49.6955444
ea525381-ab7e-49d8-8d16-0506ec685ba8,Hoyne Brewing Co.,micro,101 - 2740 Bridge Street,,,Victoria,British Columbia,V8T5C5,Canada,12505905758,http://hoynebrewing.ca/,-123.3657,48.4381
1dd232f4-7a7d-4f6e-a417-08a34e861985,Kettle River Brewing Co.,brewpub,731 Baillie Avenue,,,Kelowna,British Columbia,V1Y 7E9,Canada,12508625115,https://www.kettleriverbrewing.ca/,-119.4873254,49.8962537
1eceaae9-bef4-411f-90b6-ecee0bb75282,Left Field Cider Co. Brewery,cidery,5977 BC-97C,,,Logan Lake,British Columbia,V0K 1W0,Canada,12504486991,http://www.leftfieldcider.com,-120.8152537,50.4911515
a2116e4e-19fa-4d30-a4c1-42250e883b46,Lighthouse Brewing,micro,2 - 836 Devonshire Road,,,Victoria,British Columbia,V9A 4T4,Canada,12503836500,http://www.lighthousebrewing.com/,-123.3958511,48.4358477
ee43fd82-6922-403c-9d09-564e22cce594,Longwood Brewpub,brewpub,5775 Turner Road,,,Nanaimo,British Columbia,V9T 6L8,Canada,12507298225,http://www.longwoodbrewpub.com/,-124.035479,49.225503
aa1aa238-89a8-4885-9f55-61a6b17ba9c7,Main Street Brewing Company,micro,261 East 7th Avenue,,,Vancouver,British Columbia,V5T 0B8,Canada,16043367711,http://mainstreetbeer.ca/,-123.0992043,49.2646786
85352abe-8ab0-4b56-999e-e879186f0d20,Maple Meadows Brewing Co.,micro,22775 Dewdney Trunk Rd,,,Maple Ridge,British Columbia,V2X 3K4,Canada,16044790999,https://www.maplemeadowsbrewingco.com/,-122.5911414,49.2207393
e86c39aa-9e2e-4958-aad7-8b75e14d92f1,Middle Mountain Mead Brewery,micro,3505 Euston Road,,,Hornby Island,British Columbia,V0R 1Z0,Canada,12503351397,http://middlemountainmead.com/,-124.6638153,49.5006853
c258555e-a245-46a8-8ffc-077e9355fcf9,Mission Springs Brewing Company,brewpub,7160 Oliver Street,,,Mission,British Columbia,V2V 6K5,Canada,16048201009,https://springsgroup.ca/missionsprings/,-122.3426946,49.1322642
6cfcfced-4506-4fa0-bb97-3b27c24819ae,Moody Ales Brewery,micro,2601 Murray St.,,,Port Moody,British Columbia,V3H 1X1,Canada,16044923911,http://www.moodyales.com/,-122.854181,49.2788702
2899d984-f0bc-4ac0-bdf7-43d503be7ff0,Moon Under Water Brewery,brewpub,350B Bay Street,,,Victoria,British Columbia,V8T 1P7,Canada,12503800706,http://www.ww.moonunderwater.ca/index.php,-123.3751019,48.4349801
16079494-0653-46dc-97fd-916bf201c636,Mt. Begbie Brewing Company,micro,2155 Oak Drive,,,Revelstoke,British Columbia,V0E 2S0,Canada,12508372756,http://www.mt-begbie.com/,-118.1628514,50.9929316
20040e9d-34e6-4280-8058-7ded930ee0e8,Nelson Brewing Company,micro,512 Latimer Street,,,Nelson,British Columbia,V1L 4H7,Canada,12503523582,http://nelsonbrewing.com/,-117.2900382,49.4883757
d31e245b-ff12-47d8-9692-5aeb89413e71,Nomad Handcrafted Cider Brewery,cidery,8011 Simpson Rd,,,Summerland,British Columbia,V0H 1Z0,Canada,12504696601,http://www.nomadcider.ca/,-119.6768815,49.6073297
022f2c25-d8c9-44fa-9551-fae4d0da5859,Okanagan Spring Brewery,micro,2801 - 27A Avenue,,,Vernon,British Columbia,V1T 8V3,Canada,12505422337,http://okspring.com/,-119.2767142,50.2613169
b0c49961-4100-48e8-af7c-943e3ff99644,Old Yale Brewing Company,regional,33738 Laurel Street,,,Abbotsford,British Columbia,V2S 1X2,Canada,16043922011,http://www.oldyalebrewing.com/,-122.293923,49.0464884
b0a2e910-fa83-4118-81ad-e7abfd5899c3,Old Yale Brewing Company,brewpub,7965 Venture Place,,,Chilliwack,British Columbia,V2R 0K2,Canada,16043922011,http://www.oldyalebrewing.com/,-123.0680967,53.1708915
b034d427-7a64-48be-8a6f-2708542e9072,Pacific Western Brewery - Burnaby,regional,3876 Norland Avenue,,,Burnaby,British Columbia,V5G 4T9,Canada,16044212119,http://www.pwbrewing.net/,-122.974695,49.249219
a13c0d84-fe5e-4857-a8ca-bcc2f13fc962,Pacific Western Brewery - Prince George,regional,641 N Nechako Rd.,,,Prince George,British Columbia,V2K 4M4,Canada,12505622424,http://www.pwbrewing.net/,-122.7837232,53.9292889
920b22a6-54e6-4d87-a49b-06830e321026,Pacific Western Brewery - Prince George,micro,641 North Nechako Road,,,Prince George,British Columbia,V2K 4M4,Canada,12505622424,http://www.pwbrewing.net/,-122.783412,53.931261
7b409017-6d81-4943-bd3c-0099f35d6232,Parallel 49 Brewing Company,brewpub,1950 Triumph St,,,Vancouver,British Columbia,V5L 1K5,Canada,16055242739,http://parallel49brewing.com,-123.0644391,49.2839053
2b84e47d-8a4e-4e8c-937b-c5aac73be199,Persephone Brewing Company,micro,1053 Stewart Rd.,,,Gibsons,British Columbia,V0N 1V7,Canada,17784623007,http://www.persephonebrewing.com/,-123.5080862,49.420731
5fab6d78-365d-4ec0-b231-f2f23cbf4a7c,Phillips Brewing Company,micro,2010 Government St.,,,Victoria,British Columbia,V8T 4P1,Canada,12503801912,http://www.phillipsbeer.com,-123.3673092,48.4326736
1d661553-8f38-472b-b4a4-bc83bd94db0c,Postmark Brewing,closed,55 Dunlevy Ave.,,,Vancouver,British Columbia,V6A 3A3,Canada,,,-123.095659,49.2843192
3e85271d-fa5a-44cb-bf1d-0f47b8312869,Powell Street Craft Brewery,micro,1830 Powell Street,,,Vancouver,British Columbia,V5L1G8,Canada,16045582537,http://www.powellbeer.com/,-123.0667,49.2841
0e90469c-dc78-4724-b017-37bad8a45796,R&B Brewing Company,brewpub,54 East 4th Ave.,,,Vancouver,British Columbia,V5T 1E8,Canada,16043360275,https://www.randbbrewing.com/,-123.103715,49.267381
7afd3bbf-9542-433f-835d-550c2035079f,Ravens Brewing Company,micro,2485 Townline Rd.,,,Abbotsford,British Columbia,V2T 6L6,Canada,12364834028,http://www.ravens.beer/,-122.3605183,49.0474816
f1412206-807b-45b7-a639-e8f741e319d7,Red Arrow Brewing Company,brewpub,5255 Chaster Rd.,,,Duncan,British Columbia,V9L 5J2,Canada,12505970037,http://redarrowbeer.ca/,-123.6903082,48.7627723
15b168f4-2a08-425f-8d2e-2fe173abee40,Red Collar Brewery,micro,355 Lansdowne St.,,,Kamloops,British Columbia,V2C 1X9,Canada,17784710174,http://redcollar.ca,-120.3326669,50.6765548
9a61049f-e8a9-40aa-b0fc-11feac278ab9,Red Truck Beer Company,micro,295 East 1st Avenue,,,Vancouver,British Columbia,V7P 1S5,Canada,,http://www.redtruckbeer.com/,-123.102109,49.32381
5b6c7102-fd99-4dd3-ad7b-d7ddb488ba97,Riot Brewing Company,micro,101A - 3055 Oak Street,,,Chemainus,British Columbia,V0R 1K0,Canada,12503247468,,-123.727044,48.925656
58ce8605-ce8a-4d9a-8a44-744012005daa,Russell Brewing,micro,202 - 13018 80th Avenue,,,Surrey,British Columbia,V3W 3A8,Canada,12365989951,http://www.russellbeer.com/,-122.8615071,49.1481518
af3227e6-c7fa-4bcc-b86f-ab32f3986a54,Sea Cider Farm & Ciderhouse Brewery,cidery,2487 Mt. St. Michael Rd,,,Saanichton,British Columbia,V8M 1S8,Canada,12505444824,http://seacider.ca/,-123.3971074,48.6031683
3a0fc2c4-1b9b-47e7-8188-1be0fd05603f,Small Block Brewing Co,micro,203-5301 Chaster Rd,,,Duncan,British Columbia,V9L 5Z3,Canada,12505970045,http://www.smallblockbrewery.com,-123.6925411,48.7644374
e4320658-671a-4612-b725-87ef2c194474,Sooke Oceanside Brewery,micro,5871-A Sooke Rd,,,Sooke,British Columbia,V9Z 0C7,Canada,17783522739,http://www.sookeoceansidebrewery.com,-123.6598267,48.3933109
ae1ac2fa-0682-4c41-8360-e2bfff982828,Stanley Park Brewing Co.,brewpub,8901 Stanley Park Dr,,,Vancouver,British Columbia,V6G 3E2,Canada,16046810460,http://www.stanleyparkbrewing.com/,-123.1207375,49.2827291
16939156-6638-4986-abe7-5d14ca739cd0,Steamworks Brewery - Brewpub,brewpub,375 Water Street,,,Vancouver,British Columbia,V6B 1B8,Canada,,https://steamworks.com/,-123.1126947,49.2848666
5b388466-d58f-423d-bf3c-dab92632c298,Steamworks Brewery - Mount Pleasant,brewpub,2275 Main Street,,,Vancouver,British Columbia,V5T 0K2,Canada,,https://steamworks.com/,-123.1011871,49.2649991
7199629e-8f8b-4eb3-aaa0-6e13354605c6,Steamworks Brewery - North Shore,brewpub,114 21st Street E,,,North Vancouver,British Columbia,V7M 0J2,Canada,,https://steamworks.com/,-123.0739817,49.3285289
95842d49-0972-4681-9205-2ff0e2849823,Steamworks Brewery - Taproom,brewpub,3845 William Street,,,Burnaby,British Columbia,V6B 5C6,Canada,,https://steamworks.com/,-123.0204092,49.2740842
087bca83-342d-4d0e-92a4-a3e7d186e7d9,Steel & Oak Brewing Co.,micro,1319 Third Avenue,,,New Westminster,British Columbia,V3M1R2,Canada,16045406495,http://steelandoak.ca/,-122.9272102,49.2021832
7f3d278a-75d0-4c02-93d3-1cda51d9217d,Steel Toad Brewery,closed,97 East 2nd,,,Vancouver,British Columbia,V5T 1B3,Canada,,,-123.1032707,49.2693876
9c45c7db-3002-4941-89ed-d0be4130e1b3,Storm Brewing,micro,310 Commercial Drive,,,Vancouver,British Columbia,V5L 3V6,Canada,16042559119,http://www.stormbrewing.org,-123.074,49.2763
78b07342-1c85-45e6-92d8-2d1f3e52c08d,Strange Fellows Brewing,micro,1345 Clark Drive,,,Vancouver,British Columbia,V5L 3K9,Canada,16042150092,https://strangefellowsbrewing.com/,-123.0776691,49.2723686
813f7cbf-8c52-4787-92e6-a670e1560440,"Swans Hotel, Pub & Brewery",brewpub,506 Pandora Ave,,,Victoria,British Columbia,V8W 1N6,Canada,12509407513,http://swanshotel.com,-123.3694717,48.4285262
9e593efd-dc92-4acd-a3d5-d3e8a279d446,Tailout Brewing,brewpub,1299 Bay Ave,,,Trail,British Columbia,V1R 4A5,Canada,17784562827,https://tailoutbrewing.com/,-117.7080021,49.0965736
c9361320-efa2-4881-9ca3-69e81e142870,Taylor's Crossing Brewing,closed,1025 Marine Drive,,,North Vancouver,British Columbia,V7P 1S6,Canada,,,-123.1025507,49.3236808
92be3248-5233-496b-92a0-8cce434c61da,The Bernard's Express Brewery,closed,4667 East Vernon Road,,,Vernon,British Columbia,V1B 3J2,Canada,,https://www.thebxpress.com,-119.2228203,50.2798201
86446c78-3aef-494b-a60f-828ee6bb855d,The Naramata Cider Company Brewery,cidery,225 Robinson Avenue,,,Naramata,British Columbia,V0H 1N0,Canada,12504965522,http://www.naramatacider.com/,-119.6010588,49.5977002
c502a394-4ebf-4f37-afe8-bfb19604eb69,The Noble Pig Brewery,brewpub,650 Victoria Street,,,Kamloops,British Columbia,V2C 2B4,Canada,17784715999,http://www.thenoblepig.ca/,-120.325666,50.675888
34e7f879-d1fe-48a0-afac-f5c4408584da,Three Ranges Brewing Co.,closed,1160 5th Avenue,,,Valemount,British Columbia,V0E 2Z0,Canada,,http://threeranges.com/,-119.2633,52.8324
7f30afa9-17ca-4816-8096-1ac2bd72c18b,Tin Whistle Brewing,micro,954 West Eckhardt Avenue,,,Penticton,British Columbia,V2A 2B7,Canada,12507701122,http://www.tinwhistlebrewery.com,-119.6099322,49.4943824
56fa522c-a18c-4081-80e8-2518afbf9112,Tinhouse Brewing Co.,micro,550 Sherling Pl #2140,,,Port Coquitlam,British Columbia,V3B 0J6,Canada,16044743434,http://www.tinhousebrewing.ca/,-122.7322371,49.2519881
93887aa1-e247-4564-b7f5-ddea0405d679,Tofino Brewing Co.,micro,681 Industrial Way,,,Tofino,British Columbia,V0R 2Z0,Canada,12507252899,http://www.tofinobrewingco.com/,-125.8925359,49.1394582
aa13cbcf-28ff-4362-bcdd-9f67a4750ede,Torchlight Brewing Co.,brewpub,125 Hall St,,,Nelson,British Columbia,V1L 4E9,Canada,12503520094,http://www.torchlightbrewing.com/,-117.2944,49.4925
178576f6-d60e-4751-8013-bdf76aa1cf72,Townsite Brewing,micro,5824 Ash Avenue,,,Powell River,British Columbia,V8A 4R4,Canada,16044832111,http://townsitebrewing.com/,-124.5512114,49.8742997
96f48db4-3091-4d6c-b3cb-8c2ed7cd9fb7,Trading Post Brewing - Abbotsford,brewpub,3058 Gladwin Road,,,Abbotsford,British Columbia,V2T 0H5,Canada,16043432337,http://tradingpostbrewing.com/,-122.3178642,49.0573177
a85237d7-db8b-45e5-ac50-47905abae5e4,Trading Post Brewing - Fort Langley,brewpub,9143 Glover Road,,,Fort Langley,British Columbia,V1M 2R3,Canada,16043432337,http://tradingpostbrewing.com/,-122.5825608,49.1685027
a0920b66-2e4a-4950-8702-c5f3e10c6510,Trading Post Brewing - Langley,brewpub,#107-20120 64th Ave.,,,Langley,British Columbia,V2Y 1M8,Canada,16043432337,http://tradingpostbrewing.com/,-122.6676943,49.1184973
9ac4c95b-803b-4ef6-aff7-13453b91f969,Trail Beer Refinery Brewery,closed,1299 Bay Ave,,,Trail,British Columbia,V1R 4A5,Canada,,,-117.7080021,49.0965736
aa99a797-2c22-4644-8061-05dd660079ef,Tree Brewing,micro,1083 Richter Street,,,Kelowna,British Columbia,V1Y 2K6,Canada,16047088311,http://www.treebeer.com,-119.488474,49.895775
79b9c714-5994-4301-af55-0d976b897c1c,Twin Sails Brewing,micro,2821 Murray St.,,,Port Moody,British Columbia,V3H 1X3,Canada,16044924234,http://twinsailsbrewing.com/,-122.8483722,49.2785287
1866fcc3-9027-4df3-8f11-daa50a0b97b4,Vancouver Island Brewing,micro,2330 Government Street,,,Victoria,British Columbia,V8T 4P7,Canada,12503610007,http://vanislandbrewery.com/,-123.3673641,48.4343631
40315069-a209-4fcb-8d2a-112a2f74ed47,Whistler Brewing Company,brewpub,1045 Millar Creek Road,,,Whistler,British Columbia,V0N1B0,Canada,,http://www.whistlerbeer.com/,-123.0399453,50.0879464
a230bcdc-93af-4abc-a53b-2fa1e60bcd9d,White Rock Beach Beer Brewery,micro,15181 Russell Avenue,,,White Rock,British Columbia,V4B 3Z6,Canada,16043194378,http://www.whiterockbeachbeer.com,-122.8019072,49.02942
65453009-6dc6-4231-b8f8-987293ac5bce,White Sails Brewing,brewpub,125 Comox Rd,,,Nanaimo,British Columbia,V9R 3H9,Canada,12507542337,https://whitesailsbrewing.com/,-123.9363,49.1673
5474c895-2dd6-468b-8a0c-2541f2cd48a5,Wolf Brewing Company,brewpub,940 Old Victoria Road,,,Nanaimo,British Columbia,V9R 6Z8,Canada,12507162739,http://www.wolfbrewingcompany.com,-123.9363,49.1644
4a273d7c-e170-4f05-b628-73dbf9bca51d,Yaletown Brewing,brewpub,1111 Mainland Street,,,Vancouver,British Columbia,V6B 2T9,Canada,16046812739,https://yaletownbrewing.com/,-123.1207075,49.2754449
e1857ee0-3547-4b8d-82f9-b146e0510014,Yellow Dog Brewing Company - Penticton,micro,169 Estabrook Ave,,,Penticton,British Columbia,V2A 1G2,Canada,,http://www.yellowdogbeer.com/,-119.5989151,49.5006478
ba89a4c2-b9c9-4653-bbf1-8bf419c7c5ec,Yellow Dog Brewing Company - Port Moody,micro,2817 Murray St #1,,,Port Moody,British Columbia,V3H 1X3,Canada,,http://www.yellowdogbeer.com/,-122.8512888,49.2786058